Date,INDEX_FUT_BUY,INDEX_FUT_SELL,INDEX_FUT_NET,STK_FUT_BUY,STK_FUT_SELL,STK_FUT_NET,INDEX_OPT_BUY,INDEX_OPT_SELL,INDEX_OPT_NET,STK_OPT_BUY,STK_OPT_SELL,STK_OPT_NET,OPEN_INT,OPEN_INT_AMT
22/08/2012,1453.48,1189.33,264.15,10022.63,10101.1,-78.47,1477.95,1459.01,18.94,1139.52,1256.09,-116.57,947919,25833.15
21/08/2012,1099.19,819.85,279.34,16158.4,15449.93,708.47,1133.63,1299.74,-166.11,1203.2,1160.92,42.28,936778,25274.87
17/08/2012,758.6,772.75,-14.15,9506.35,9981.58,-475.23,1009.3,1350.45,-341.15,993.39,1048.83,-55.44,934202,25312.3
16/08/2012,1525.83,1236.35,289.48,13026.1,12614.79,411.31,965,1392.63,-427.63,1297.61,1410.92,-113.31,935287,25433.9
14/08/2012,747.9,775.6,-27.7,8177.01,8586.93,-409.92,1019.19,1460.78,-441.59,1224.95,1254.44,-29.49,928134,25086.36
13/08/2012,1058.96,1080.24,-21.28,8605.21,8740.55,-135.34,1380.7,2005.64,-624.94,2500.44,2565.82,-65.38,922908,24645.3
10/8/2012,1259.48,1232.25,27.23,11982.75,11544.8,437.95,1404.91,1735.9,-330.99,2057.26,2058.06,-0.8,909918,24379.94
9/8/2012,1785.33,1075.36,709.97,12264.7,12119.13,145.57,1357.98,1198.93,159.05,1026.71,1020.35,6.36,905106,24381.68
8/8/2012,2194.95,1518.08,676.87,12464.15,11138.47,1325.68,1577.76,1035.45,542.31,1206.93,1223.02,-16.09,905411,24484.14
7/8/2012,1233.79,852.53,381.26,8310.23,8230.38,79.85,1406.4,791.54,614.86,932,988.98,-56.98,899979,24097.99
6/8/2012,1098.59,1446.28,-347.69,11898.51,11781,117.51,1099.81,1246.69,-146.88,820.22,813.31,6.91,896853,23757.01
3/8/2012,1047.16,1133.97,-86.81,7276.82,5951.91,1324.91,796.28,937.68,-141.4,465.21,455.75,9.46,890716,23672.79
2/8/2012,1056.11,1115.57,-59.46,9072.6,8352.9,719.7,1126.58,1036.91,89.67,754.29,670.39,83.9,888002,23590.26
1/8/2012,1626.65,1439.5,187.15,13857.92,13593.49,264.43,1615.08,1458.52,156.56,1536.38,1567.44,-31.06,881569,23248.49
31/07/2012,1970.44,1999.29,-28.85,8551.37,7382.37,1169,2291.48,1379.51,911.97,1078.71,956.16,122.55,872430,22932.12
30/07/2012,3167.39,1716.44,1450.95,12298.34,11183.89,1114.45,1665.23,1529.29,135.94,1254.91,1326.6,-71.69,883147,22493.67
27/07/2012,3958.32,4400.39,-442.07,13395.11,12969.42,425.69,6431.63,6510.72,-79.09,679.11,588.78,90.33,880667,22427.89
26/07/2012,4143.69,4591.32,-447.63,15296.72,14949.31,347.41,7532.37,7457.83,74.54,809.05,756.85,52.2,1077251,27904.55
25/07/2012,5285.97,5540.93,-254.96,11104.7,11091.52,13.18,6832.02,6722.03,109.99,982.39,990.67,-8.28,1078178,28156.33
24/07/2012,2538.95,3027.09,-488.14,15241.72,12323.41,2918.31,4365.12,4677.54,-312.42,1404.01,1422.08,-18.07,1053679,27390.9
23/07/2012,1243.8,1451.26,-207.46,12300.14,11478.45,821.69,2771.1,2902.84,-131.74,1191.3,1225.12,-33.82,1033846,27471.98
20/07/2012,1924.34,1270.41,653.93,8081.43,8133.53,-52.1,2582.82,2470.47,112.35,1317.74,1274.22,43.52,1032722,27549.74
19/07/2012,1208.7,1481.45,-272.75,10105.47,10083.86,21.61,1776.18,2046.36,-270.18,1123.99,1131.05,-7.06,1014116,26898.43
18/07/2012,1271.58,1142.23,129.35,8974.91,9062.45,-87.54,1538.42,1949.74,-411.32,1173.36,1220.57,-47.21,1003171,26382.23
17/07/2012,1035.73,978.88,56.85,9192.09,9965.27,-773.18,1287.1,1383.45,-96.35,1211.53,1308.38,-96.85,992839,26294.85
16/07/2012,1255.33,1294.63,-39.3,9951.06,10091.05,-139.99,1172.58,1465.04,-292.46,1373.84,1394.05,-20.21,986993,26414.44
13/07/2012,1501.54,1917.06,-415.52,15857.36,13880.51,1976.85,1130.63,1610.39,-479.76,1806.49,1890.35,-83.86,972309,26100.53
12/7/2012,990.61,1141.13,-150.52,8346.35,8019.97,326.38,31528,1314.82,30213.18,1282.75,1388.91,-106.16,965208,26208.86
11/7/2012,1445.11,1652.47,-207.36,11247.43,9813.14,1434.29,1368.4,1277.7,90.7,851.17,874.77,-23.6,953046,26009.66
10/7/2012,1074.45,1009.74,64.71,10535.82,9820.61,715.21,1076.83,1385.23,-308.4,744.14,805.34,-61.2,940081,25217.59
9/7/2012,908.85,1238.53,-329.68,9072.49,8002.02,1070.47,1074.93,1261.57,-186.64,724.24,706.98,17.26,927544,25243.3
6/7/2012,938.08,814.08,124,7612.78,7443.68,169.1,963.31,1318.31,-355,597.33,644.61,-47.28,913500,24940.33
5/7/2012,1219.58,970.63,248.95,7754.59,7627.07,127.52,1187.01,1119.8,67.21,750.8,770.04,-19.24,897522,24349.65
4/7/2012,1445.76,1029.81,415.95,11576.47,11285.5,290.97,1244.93,1396.84,-151.91,689.43,653.42,36.01,888107,23936.38
3/7/2012,984.69,1026.66,-41.97,8370.57,8079.48,291.09,1328.72,1380.83,-52.11,643.05,646.21,-3.16,879074,23551.98
2/7/2012,3077.63,1509.29,1568.34,11951.88,10576.2,1375.68,1156.96,1998.33,-841.37,728.35,670.92,57.43,859374,22894.31
29/06/2012,5384.93,5353.7,31.23,18527.42,17363.84,1163.58,6243.44,6197.61,45.83,869.4,780.65,88.75,826196,21369.06
28/06/2012,3838.86,3203.16,635.7,15172.07,14147.29,1024.78,6158.65,6121.85,36.8,561.58,617.5,-55.92,993310,25120.75
27/06/2012,4227.38,3426.94,800.44,16133.65,15205.22,928.43,6287.95,6449.87,-161.92,818.31,848.35,-30.04,1009147,25163.59
26/06/2012,4034.33,4106.81,-72.48,20444.54,20227.49,217.05,4808.97,5075.59,-266.62,1455.43,1449.87,5.56,987080,24361.59
25/06/2012,2188.85,2038.54,150.31,17128.29,16278.3,849.99,2806.66,3150.09,-343.43,1549.78,1543.55,6.23,983596,24378.57
22/06/2012,2115.23,1993.12,122.11,15142.79,15351.63,-208.84,2505.51,2601.83,-96.32,1413.49,1495.16,-81.67,982674,24261.22
21/06/2012,1097.25,911.27,185.98,14402.01,13947.6,454.41,1724.83,1732.33,-7.5,858.1,866.36,-8.26,973966,23674.07
20/06/2012,1665.31,1919.3,-253.99,28181.33,27337.79,843.54,1681.6,1692.29,-10.69,1604.38,1685.06,-80.68,964933,23257.45
19/06/2012,2378.78,2189.33,189.45,34971.37,34637.15,334.22,1461.87,1821.49,-359.62,2228.71,2223.96,4.75,947496,22682.05
18/06/2012,1486.87,1289.4,197.47,16743.85,16458.88,284.97,1225.57,1418.5,-192.93,1180.63,1211.99,-31.36,946876,23174.19
15/06/2012,1375.68,1467.71,-92.03,18514.55,17735.43,779.12,1073.54,1318.48,-244.94,1448.1,1438.41,9.69,931297,22387.71
14/06/2012,2029.05,952.49,1076.56,15374.64,15637.01,-262.37,1074.29,1124.61,-50.32,1248.36,1256.12,-7.76,933077,22834.29
13/06/2012,1627.6,1631.1,-3.5,19276.62,18703.52,573.1,1039.23,1289.15,-249.92,1274.3,1283.23,-8.93,933420,22898.81
12/6/2012,1747.11,1220.07,527.04,18882.4,18300.36,582.04,1237.89,1280.06,-42.17,1072.22,1074.59,-2.37,932725,22505.38
11/6/2012,1315.83,1478.72,-162.89,16470.38,16262.62,207.76,1370.28,1095.45,274.83,920.87,941.44,-20.57,925164,22440.19
8/6/2012,2165.35,1033.84,1131.51,13032.55,12786.09,246.46,1640.05,998.94,641.11,870.62,834.8,35.82,918645,22150.14
7/6/2012,1778.36,1818.63,-40.27,17404.74,16491.02,913.72,1856.06,1277.78,578.28,847.35,865.18,-17.83,907961,21664.07
6/6/2012,1271.59,986.07,285.52,11503.67,11148.71,354.96,1169.7,890.58,279.12,621.46,604.29,17.17,880967,20372.52
5/6/2012,1153.24,1501.07,-347.83,13446.84,13933.96,-487.12,1083.3,977.49,105.81,722.85,671.23,51.62,866740,20002.2
4/6/2012,1127.78,1623.75,-495.97,14691.52,12637.04,2054.48,1338.41,1215.11,123.3,615.93,545.46,70.47,860677,19755.17
1/6/2012,3773.29,5025.07,-1251.78,15868.56,15250.37,618.19,5646.47,5500.38,146.09,792.46,719.54,72.92,845061,19890
31/05/2012,3942.45,4197.02,-254.57,16376.21,15346.56,1029.65,5519.14,5235.29,283.85,761.74,732.14,29.6,1008862,23814.75
30/05/2012,3228.68,3012.27,216.41,15730.01,15320.75,409.26,6670.46,6343.77,326.69,800.43,860.72,-60.29,998173,23982.29
29/05/2012,3356.61,3260.28,96.33,16258.49,16290.29,-31.8,5512.28,5216.06,296.22,949.46,971.17,-21.71,976787,23375.56
28/05/2012,1255.93,1653.6,-397.67,20130.82,19248.41,882.41,2917.81,2709.25,208.56,761.14,793.31,-32.17,972306,22922.18
25/05/2012,2160.79,2821.6,-660.81,28286.3,28870.21,-583.91,2622.55,1983.99,638.56,904.26,895.73,8.53,961937,22647.11
24/05/2012,1902.4,2714.65,-812.25,23184.38,22378.45,805.93,1975.28,1798.09,177.19,872.37,879.12,-6.75,948828,21957.81
23/05/2012,1795.06,1223.14,571.92,16545.46,16515.04,30.42,1900.89,1653.5,247.39,1077.78,1064.36,13.42,940846,21871.23
22/05/2012,1048.29,1595.09,-546.8,12599.65,12190.64,409.01,1383.73,1304.28,79.45,977.32,1011.6,-34.28,933396,21997.8
21/05/2012,2093.2,2113.05,-19.85,24877.83,24659.62,218.21,1896.15,1631.92,264.23,1811.19,1814.15,-2.96,926922,21684.65
18/05/2012,1213.9,1459.58,-245.68,17625.29,17412.12,213.17,1826.88,1456.54,370.34,1026.84,992.54,34.3,913759,21236.34
17/05/2012,1623.07,2379.08,-756.01,18165.39,17085.35,1080.04,1885.59,1793.62,91.97,810.52,848.63,-38.11,906997,21049.76
16/05/2012,1382.9,1449.43,-66.53,15158.66,15456.7,-298.04,1324.45,1234.48,89.97,752.79,783.22,-30.43,891662,21013.37
15/05/2012,596.53,923.59,-327.06,9149.06,9149.03,0.03,1162.64,883.94,278.7,625.22,612.12,13.1,889232,20679.5
14/05/2012,1451.71,1831.06,-379.35,19526.93,19199.36,327.57,1268.55,1317.6,-49.05,815.16,778.74,36.42,881525,20767.31
11/5/2012,1671.56,1717.1,-45.54,17653.59,18024.6,-371.01,1313.32,1152.79,160.53,807.1,777.94,29.16,874317,20676.63
10/5/2012,1918.39,1773.2,145.19,18501.02,17391.73,1109.29,1507.04,1698.36,-191.32,738.97,708.88,30.09,864515,20574.48
9/5/2012,2038.92,2114.58,-75.66,23593.28,23249.36,343.92,1720.8,1825.19,-104.39,981.99,986.4,-4.41,856363,20699.69
8/5/2012,2654.3,2713.2,-58.9,24383.21,24200.64,182.57,1611.49,2202.2,-590.71,1054.72,1022.81,31.91,845137,21011.48
7/5/2012,1578.51,2616.64,-1038.13,15959.61,15214.36,745.25,1263.03,1440.88,-177.85,633.5,616.82,16.68,822093,20194.69
4/5/2012,1151.74,1388.9,-237.16,11292.01,10798.35,493.66,1021.85,1237.87,-216.02,462.86,461.45,1.41,812384,20412.34
3/5/2012,1063.99,984.4,79.59,9157.94,9000.84,157.1,903.46,1028.82,-125.36,430.77,394,36.77,802480,20433.36
2/5/2012,1252.91,978.27,274.64,8731.46,8099.71,631.75,929.1,853.65,75.45,385.41,386.37,-0.96,797729,20446.7
30/04/2012,17.28,2.77,14.51,30.63,0,30.63,9.93,5.7,4.23,0,0,0,796483,20246.61
27/04/2012,4016.15,4364.62,-348.47,13580.27,13491.36,88.91,6611.92,6551.23,60.69,213.62,197.74,15.88,739444,20061.48
26/04/2012,6022.63,6337.46,-314.83,23177.73,22808.62,369.11,7757.97,7539.44,218.53,458.41,440.59,17.82,883008,24191.88
25/04/2012,5273.75,5306.58,-32.83,16932.89,16940.87,-7.98,7338.53,7199.74,138.79,761.75,769.84,-8.09,876781,24154.34
24/04/2012,2081.4,2589.65,-508.25,20944.49,20433.65,510.84,4043.9,4221.22,-177.32,989.01,924.92,64.09,871008,23879.26
23/04/2012,1955.47,2058.16,-102.69,15700.71,15309.88,390.83,2452.81,2951.65,-498.84,924.18,954.16,-29.98,854643,24018.68
20/04/2012,1606.3,953.19,653.11,10369.06,10210.86,158.2,1820.5,2191.96,-371.46,703.56,726.97,-23.41,840882,23995.11
19/04/2012,1668.91,1079.45,589.46,12489.39,11084.04,1405.35,1315.6,1612.6,-297,639,716.66,-77.66,834330,23776.76
18/04/2012,3228.86,2725.45,503.41,25806.85,26004.3,-197.45,2154.19,2197.84,-43.65,1496.29,1460.98,35.31,831861,23662.16
17/04/2012,1335.69,1669.27,-333.58,10780.61,11000.37,-219.76,1533.71,1431.85,101.86,1040.35,1040.53,-0.18,821843,23112.7
16/04/2012,2053.25,1838.75,214.5,19594.94,18520.21,1074.73,1929.63,2034.38,-104.75,1484.12,1509.75,-25.63,821858,22899.49
13/04/2012,1236.98,1044.32,192.66,13315.94,13038.21,277.73,1102.29,1088.99,13.3,734.46,816.39,-81.93,812182,22880.4
12/4/2012,1450.43,1761.53,-311.1,18837.04,17932.11,904.93,1423.81,1279.94,143.87,699.07,707.27,-8.2,805849,22452.21
11/4/2012,981.78,1669.03,-687.25,11138.43,11137.92,0.51,1159.84,914.17,245.67,489.65,487.62,2.03,798477,22402.2
10/4/2012,772.28,1864.26,-1091.98,10787.33,10542.26,245.07,768.47,1028.98,-260.51,479.53,456.17,23.36,802762,22436.98
9/4/2012,948.57,1116.94,-168.37,8441.33,7978.79,462.54,712.94,864,-151.06,320.9,340.67,-19.77,794708,22667.59
4/4/2012,1585.92,1044.82,541.1,9191.22,8942.38,248.84,1007.82,882.53,125.29,350.29,334.02,16.27,788580,22630.06
3/4/2012,1424.48,1232.37,192.11,11239.45,10484.83,754.62,939.28,1052.41,-113.13,364.99,375.49,-10.5,777292,22140.41
30/03/2012,5064.43,5604.71,-540.28,25221.04,22729.99,2491.05,8097.05,7416.14,680.91,256.46,248.58,7.88,761152,20996.76
29/03/2012,3971.4,3798.04,173.36,17103.24,17167.16,-63.92,6509.62,6227.41,282.21,230.73,229.67,1.06,1052244,29329.6
28/03/2012,5827.3,6383.15,-555.85,22870.96,23673.17,-802.21,7596.13,6923.11,673.02,521.66,467.54,54.12,1051463,29721.49
27/03/2012,3101.51,4536.1,-1434.59,22681.73,22047.65,634.08,5129.1,5288.84,-159.74,610.19,602.55,7.64,1080190,30181.69
26/03/2012,3382.38,3773.43,-391.05,25926.7,23755.96,2170.74,3819.98,3609.84,210.14,838.25,793.07,45.18,1070341,30569.54
22/03/2012,1837.94,2826.55,-988.61,24192.98,23389.31,803.67,2447.78,2511.48,-63.7,783.49,732.62,50.87,1058867,31100
21/03/2012,1572.64,1765.96,-193.32,21777.06,21128.82,648.24,2445.78,2205.24,240.54,536.04,542.21,-6.17,1045598,29968.83
20/03/2012,2693.09,3020.27,-327.18,21390.39,21399.81,-9.42,1822.75,1977.51,-154.76,550.11,514.89,35.22,1049280,29971.76
19/03/2012,3634.11,3292.6,341.51,38428.71,40932.31,-2503.6,2738.73,2967.87,-229.14,1428.2,1368.99,59.21,1047432,30382.46
16/03/2012,2144.02,2646.93,-502.91,21061.75,21122.74,-60.99,1649.45,1914.19,-264.74,981.33,972.57,8.76,1034565,30514.84
15/03/2012,2227.36,1357.19,870.17,14240.43,13679.07,561.36,1737.55,2034.23,-296.68,659.65,688.26,-28.61,1017818,30651.16
14/03/2012,1686.12,1733.45,-47.33,12610.55,12830.36,-219.81,1405.21,1273.44,131.77,348.5,516.14,-167.64,998874,29876.35
13/03/2012,1431.93,2105.75,-673.82,13123.44,13119.65,3.79,1774.07,1482,292.07,677.89,653.22,24.67,989559,29124.42
12/3/2012,2257.82,1766.61,491.21,13373.55,13217.81,155.74,1527.34,1488.11,39.23,572.94,455.23,117.71,995572,29009.94
9/3/2012,2287.94,3030.61,-742.67,19851.3,19986.69,-135.39,1672.18,1855.59,-183.41,734.16,731.08,3.08,987756,27971.49
7/3/2012,3196,3572.4,-376.4,28043.21,28149.18,-105.97,2903.27,2601.3,301.97,1013.29,1014.8,-1.51,976177,27624.23
6/3/2012,1750.15,1617.66,132.49,12803.81,13486.32,-682.51,1516.74,1551.14,-34.4,460.67,474.05,-13.38,978596,28151.65
5/3/2012,43.42,22.76,20.66,109.87,89.57,20.3,48.98,38.97,10.01,0,0,0,974409,28576.03
2/3/2012,1500.62,1852.22,-351.6,14843.94,14509.45,334.49,1693.59,2213.42,-519.83,748.48,777.71,-29.23,974612,28569.75
1/3/2012,1709.21,1866.11,-156.9,12927.72,13073.68,-145.96,1885.92,2161.08,-275.16,906.42,918.6,-12.18,955081,28238.34
29/02/2012,2478.78,1538.43,940.35,14717.46,13669.75,1047.71,1842.05,2334.1,-492.05,709.92,705.64,4.28,948371,27974.36
28/02/2012,2492.2,3255.23,-763.03,15664.61,15516.66,147.95,1802.05,2456.49,-654.44,694.43,698.8,-4.37,924096,26261.17
27/02/2012,2561.38,2223.37,338.01,13396.85,12294.31,1102.54,1782.42,2454.88,-672.46,665.83,691.69,-25.86,902567,26574.93
24/02/2012,6098.16,5961.03,137.13,16125.9,16441.4,-315.5,7683,7967.62,-284.62,103.74,111.69,-7.95,887777,26426.12
23/02/2012,6881,7227.98,-346.98,18331.01,17687.27,643.74,9859.25,10555.34,-696.09,151.82,163.7,-11.88,1096786,32719.63
22/02/2012,7183.58,7238.99,-55.41,11982.14,12264.76,-282.62,9470.67,9821.86,-351.19,105.62,123.83,-18.21,1101884,34271.19
21/02/2012,3532.11,2731.7,800.41,27196.29,25803.95,1392.34,6293.29,5847.12,446.17,887.49,897.65,-10.16,1075679,32910.77
17/02/2012,2077.56,2407.13,-329.57,18708.9,16719.31,1989.59,4514.22,5460.39,-946.17,1090.29,1125.06,-34.77,1093292,33149.33
15/02/2012,1548.89,1357.96,190.93,13483.42,13836.83,-353.41,2451.84,2896.73,-444.89,793.78,828.71,-34.93,1067130,31318.8
14/02/2012,1509.06,1470.58,38.48,16250.49,16580.1,-329.61,2375.32,2474.29,-98.97,1077.94,1081.8,-3.86,1054823,30625.09
13/02/2012,1871.52,3237.52,-1366,20596.15,19872.1,724.05,2026.28,2462.52,-436.24,929.53,917.52,12.01,1049610,30417.21
10/2/2012,1787.95,1845.5,-57.55,14334.1,14084.01,250.09,1919.52,2178.69,-259.17,670.35,701.09,-30.74,1040861,30347.32
9/2/2012,2096,1911.67,184.33,17052.55,17147.26,-94.71,1757.74,2322.05,-564.31,730.7,777.13,-46.43,1018432,29223.18
8/2/2012,2174.3,1481.35,692.95,16894.77,16972.05,-77.28,2957.83,3065.46,-107.63,676.06,670.05,6.01,1001685,28351.67
7/2/2012,2319.58,2001.01,318.57,15843.73,15587.72,256.01,1884.06,1945.08,-61.02,750.49,794.76,-44.27,983795,28056
6/2/2012,1589.62,1482.21,107.41,10890.54,11054.58,-164.04,1749.02,1486.63,262.39,436.8,449.56,-12.76,975136,27549.83
3/2/2012,2073.56,1744.8,328.76,17187.57,16282.67,904.9,2830.28,2233.63,596.65,1051.55,1059.62,-8.07,966880,26975.45
2/2/2012,1353.57,1780.75,-427.18,11649,11154.89,494.11,1625.12,1964.85,-339.73,649.14,647.64,1.5,971277,27105.08
1/2/2012,2150.15,1767.6,382.55,8669.65,8235.74,433.91,1772.31,1798.64,-26.33,737.97,750.83,-12.86,968219,26647.18
31/01/2012,1077.31,2232.25,-1154.94,8573.54,7677.47,896.07,1482.93,1642.68,-159.75,579.79,583.99,-4.2,963306,25751.51
30/01/2012,1666.86,1502.14,164.72,7297.28,6776.1,521.18,1905.09,1382.92,522.17,561.39,590.26,-28.87,952032,26076.23
27/01/2012,3122.87,3137.51,-14.64,15981.92,15115.36,866.56,6570.2,6373.75,196.45,494.63,529.54,-34.91,948721,25755.34
25/01/2012,5049.92,4865.28,184.64,22408.19,22676.94,-268.75,8661.21,8140.02,521.19,842.48,770.75,71.73,1125419,30385.17
24/01/2012,3253.51,2930.06,323.45,11688.74,12381.04,-692.3,6515.85,6439.44,76.41,834.98,841.97,-6.99,1148319,30345.67
23/01/2012,4734.91,4196.12,538.79,17444.37,16601.72,842.65,6427.6,6047.45,380.15,892.34,910.73,-18.39,1129444,29718.94
20/01/2012,3333.78,2200.43,1133.35,13225.37,12672.97,552.4,4697,4160.71,536.29,640.13,674.92,-34.79,1092292,28466.4
19/01/2012,1622,1992.34,-370.34,13352.66,12674.95,677.71,2873.87,2880.34,-6.47,1051.45,951,100.45,1088950,27852.81
18/01/2012,2686.2,1639.45,1046.75,14911.73,14727.75,183.98,2816.4,2551.82,264.58,884.46,918.26,-33.8,1079257,27826.43
17/01/2012,959.38,1085.93,-126.55,9662.91,9572.68,90.23,1951.48,2096.86,-145.38,689.04,693.46,-4.42,1079206,27265.2
16/01/2012,1672.15,1276.3,395.85,15090.68,14945.11,145.57,2735.84,2407.45,328.39,882.49,908.29,-25.8,1065401,26764.33
13/01/2012,1864.21,1978.75,-114.54,14391.45,13788.19,603.26,2067.84,1849.94,217.9,991.12,1019.9,-28.78,1050781,26135.01
12/1/2012,1541.83,1270.09,271.74,11247.86,11032.73,215.13,1812.7,1774.29,38.41,705.84,734.77,-28.93,1055876,26099.36
11/1/2012,2745.93,1691.57,1054.36,12511.92,12190.11,321.81,1907.62,1814.62,93,342.39,372.94,-30.55,1050393,25735.88
10/1/2012,1457.93,1350.24,107.69,11303.73,11274.61,29.12,1070.52,1458.1,-387.58,380.53,396.72,-16.19,1035301,24643.7
9/1/2012,10.53,19.54,-9.01,27.83,116.68,-88.85,11.26,16.26,-5,0,0,0,1021264,24291.94
6/1/2012,1294.75,981.2,313.55,8417.26,8295.69,121.57,1294.84,1215.42,79.42,325.9,325.17,0.73,992696,23616.06
5/1/2012,1209.92,1358.88,-148.96,11607.06,11274.44,332.62,1293.85,1241.39,52.46,391.55,374.77,16.78,981231,23310.28
4/1/2012,1909.16,1143.23,765.93,8998.52,8963.42,35.1,1246.08,872.66,373.42,377.78,386.97,-9.19,986183,23454.03
3/1/2012,471.87,891.02,-419.15,7830.84,7649.66,181.18,703.08,616.7,86.38,304.84,295.71,9.13,980779,22424.95
2/1/2012,894.68,1003.68,-109,7326.23,7053.78,272.45,461.53,603.26,-141.73,402.5,381.63,20.87,972591,22149.23
30/12/2011,3465.26,3570.82,-105.56,13859.64,13366.05,493.59,5096.03,5228.29,-132.26,173.57,175.57,-2,967025,22209.12
29/12/2011,4242.86,4061.24,181.62,23811.39,23385.14,426.25,5235.69,5247.79,-12.1,192.47,230.24,-37.77,1206452,27171.65
28/12/2011,2666.89,2349.57,317.32,17228.01,17119.09,108.92,3843.08,3895.27,-52.19,228.68,215.46,13.22,1212041,27166.3
27/12/2011,1645.48,1373.45,272.03,16751.85,16781.5,-29.65,3980.02,3858.67,121.35,254.99,223.01,31.98,1225055,27538.96
26/12/2011,1633.2,1554.24,78.96,20624.26,20620.51,3.75,4254.43,4355.67,-101.24,452.52,458.54,-6.02,1236777,27105.83
23/12/2011,2646.31,2348.12,298.19,23361.92,23477.96,-116.04,4414.03,4745.96,-331.93,533.07,517.03,16.04,1231824,26929.68
22/12/2011,3669.42,2175.56,1493.86,22625.55,22725.58,-100.03,4159.91,4091.87,68.04,446.22,440,6.22,1214432,25966.31
21/12/2011,1819.81,1529,290.81,21561.89,22043.74,-481.85,2460.34,2657.79,-197.45,483.28,450.09,33.19,1189977,24578.92
20/12/2011,2125.27,3132.07,-1006.8,20995.84,21048.91,-53.07,2021.53,2049.03,-27.5,509.02,498.81,10.21,1183716,24946.39
19/12/2011,3287.78,2676.63,611.15,26760.9,28191.76,-1430.86,2376.84,2559.66,-182.82,862.94,913.27,-50.33,1169139,24807.63
16/12/2011,1532.48,2230.45,-697.97,22741.94,22364.27,377.67,1855.77,1862.25,-6.48,535.44,515.17,20.27,1158442,25228.5
15/12/2011,1583.25,1894,-310.75,19188.52,19061.38,127.14,1499.53,1522.64,-23.11,551.77,535.14,16.63,1136185,24783.98
14/12/2011,1593.95,2101.57,-507.62,20490.14,20488.59,1.55,1641.45,1591.58,49.87,531.82,524.29,7.53,1138432,25166.34
13/12/2011,1628.72,1864.03,-235.31,21571.47,23038,-1466.53,1468.69,1346.12,122.57,506.37,507.15,-0.78,1119283,24512.36
12/12/2011,2046.06,3137.57,-1091.51,23782.89,25255.44,-1472.55,1986.11,1883.99,102.12,531.39,545.6,-14.21,1115549,25120.93
9/12/2011,1687.71,2768.25,-1080.54,20221.05,20118.32,102.73,1167.41,1480.81,-313.4,455.95,456.62,-0.67,1120596,25546.71
8/12/2011,2005.82,1466.01,539.81,15948,15520.84,427.16,1362.09,1592.16,-230.07,257.38,249.05,8.33,1116231,26135.55
7/12/2011,1292.03,1508.3,-216.27,12532.19,12789.96,-257.77,941.93,1225.34,-283.41,361.27,339.27,22,1105238,25770.59
5/12/2011,2415.71,1784.46,631.25,14901.55,14126,775.55,1005.58,1399.62,-394.04,402.75,402.36,0.39,1115699,25996.6
2/12/2011,2825.36,1789.48,1035.88,14328.45,12768.93,1559.52,2048.07,1736.14,311.93,329.86,313.78,16.08,1107197,25097.99
1/12/2011,2438.56,2075.43,363.13,13954.04,14154.75,-200.71,3490.48,2882.3,608.18,420.6,402.97,17.63,1105436,24411.08
30/11/2011,2602.13,2356.66,245.47,10828.73,11609.73,-781,1547.24,1281.23,266.01,303.13,286.52,16.61,1122461,24853.72
29/11/2011,2184.22,1653.14,531.08,9920.04,9009.38,910.66,1670.6,1140.99,529.61,241.6,230.17,11.43,1132425,25436.79
28/11/2011,1765.3,1997.57,-232.27,12880.5,12381.93,498.57,1589.09,1537.13,51.96,212.97,181.58,31.39,1140241,24726.5
25/11/2011,5220,5527.78,-307.78,22086.85,22007,79.85,7533,7228.35,304.65,162.19,145.17,17.02,1124275,24631.92
24/11/2011,6348.54,7636.9,-1288.36,27698.41,28519.44,-821.03,7873.39,7066.78,806.61,188.59,191,-2.41,1310464,28398.55
23/11/2011,5061.85,4952.89,108.96,21871.03,22071.94,-200.91,7247.74,6860.82,386.92,280.81,267.12,13.69,1330409,29411.32
22/11/2011,4635.33,4466.12,169.21,20267.07,20737.84,-470.77,6665.93,6368.32,297.61,336.94,305.36,31.58,1319771,28900.64
21/11/2011,2929.7,3577.85,-648.15,28785.36,28114.63,670.73,3964.11,3978.66,-14.55,555.17,600.92,-45.75,1292178,29205.76
18/11/2011,3203.99,4280,-1076.01,22220.11,21584.34,635.77,3690.15,3490,200.15,567.49,566.61,0.88,1265151,28657.55
17/11/2011,2723.54,3551.11,-827.57,24491.34,23262.9,1228.44,3231.42,3357.51,-126.09,563.43,554.1,9.33,1256244,29088.24
16/11/2011,1850.49,2774.96,-924.47,15197.76,14819.72,378.04,1768.29,1910.71,-142.42,534.64,537.91,-3.27,1241218,28827.63
15/11/2011,1663.34,1141.74,521.6,11402.07,11491.07,-89,1672.34,1762.22,-89.88,490.24,491.46,-1.22,1223358,29040.12
14/11/2011,1629.13,2953.05,-1323.92,12493.77,11863.44,630.33,1735.62,2214.83,-479.21,513.07,514.05,-0.98,1203484,29087.99
11/11/2011,2084.88,1549.59,535.29,12359.96,12610.78,-250.82,1595.98,1871.27,-275.29,735.71,733.6,2.11,1178749,28867.61
9/11/2011,1440.36,1183.86,256.5,10304.14,10151.57,152.57,1136.87,1354.73,-217.86,304.74,294.87,9.87,1174288,29389.64
8/11/2011,1719.38,1404.95,314.43,11644.16,11989.36,-345.2,1430.43,1393.8,36.63,326.79,337.63,-10.84,1169939,29292.32
