Date,INDEX_FUT_BUY,INDEX_FUT_SELL,INDEX_FUT_NET,STK_FUT_BUY,STK_FUT_SELL,STK_FUT_NET,INDEX_OPT_BUY,INDEX_OPT_SELL,INDEX_OPT_NET,STK_OPT_BUY,STK_OPT_SELL,STK_OPT_NET,OPEN_INT,OPEN_INT_AMT
16/01/2019,3806.51,2653.42,1153.09,63881.92,63687.82,194.1,12010.07,11414.9,595.17,6814.53,6606.18,208.35,1378936,84563.28
15/01/2019,1589.32,2579,-989.68,55747.36,55727.31,20.05,10192.41,9634.21,558.2,6861.62,6774.79,86.83,1366102,82505.93
14/01/2019,1958.48,2498.01,-539.53,62631.64,62413.33,218.31,9771.98,9567.09,204.89,6977.53,7119.17,-141.64,1360384,82590.17
11/1/2019,2117.97,1691.74,426.23,123086.47,121061.74,2024.73,8948.08,8626.1,321.98,4803.97,4778.51,25.46,1358465,82857.5
10/1/2019,3809.87,3349.39,460.48,129123.93,127874.85,1249.08,12377.69,12744.15,-366.46,7125.5,7089.91,35.59,1358275,82898.3
9/1/2019,2083.55,2501.58,-418.03,72373.17,72860.85,-487.68,11094.75,10866.93,227.82,2978.23,3005.46,-27.23,1349308,82461.39
8/1/2019,2338.03,1929.62,408.41,57413.5,56903.9,509.6,8804.26,8678.95,125.31,3820.5,3845.37,-24.87,1338427,81229.38
7/1/2019,2873.56,3224.64,-351.08,87925.33,88587.35,-662.02,12590.23,12444.93,145.3,6116.74,5985.24,131.5,1330999,80762.53
4/1/2019,2852.03,3329.04,-477.01,156098,154396.04,1701.96,11042.05,11955.46,-913.41,5219.46,5079.06,140.4,1318639,79360.82
3/1/2019,3753.34,4570.43,-817.09,142014.11,141933.4,80.71,12988.57,13959.07,-970.5,6368.68,6274.82,93.86,1301025,79296.25
2/1/2019,825.14,1301.13,-475.99,36084.38,35681.08,403.3,3951.31,4034.72,-83.41,2175.71,2103.35,72.36,1285282,79274.68
1/1/2019,2603.79,2053.91,549.88,49936.52,48242.91,1693.61,8513.98,8523.47,-9.49,2863.44,2779.28,84.16,1284529,79017.74
31/12/2018,2774.17,2141.95,632.22,48309.51,45714.24,2595.27,9999.4,9175.12,824.28,3454.68,3158.49,296.19,1278075,78463.1
28/12/2018,8336.72,7296.14,1040.58,191852.65,193665.16,-1812.51,20659.93,19990.4,669.53,4986.14,4692.56,293.58,1269163,77030.13
27/12/2018,13921.68,14676.42,-754.74,151864.57,151949.34,-84.77,32306.16,32578.21,-272.05,7071.84,7080.18,-8.34,1517487,90480.81
26/12/2018,9835.39,9630.2,205.19,106603.72,104915.23,1688.49,39113.39,39759.2,-645.81,6415.11,6601.04,-185.93,1485934,87876.65
24/12/2018,4383.71,4699.42,-315.71,104304.75,102676.58,1628.17,27508.32,28712.67,-1204.35,9479.93,9601.02,-121.09,1460103,86455.6
21/12/2018,3555.56,3255.3,300.26,150964.18,148524.47,2439.71,19954.17,20506.24,-552.07,8691.44,8573.09,118.35,1464669,87446.9
20/12/2018,2646.41,2144.62,501.79,84542.8,84899.57,-356.77,15029.66,15100.77,-71.11,8239.97,8564.37,-324.4,1472962,87543.18
19/12/2018,1840.52,2791.49,-950.97,71128.46,70187.6,940.86,11865.14,12124.67,-259.53,6049.06,6045.67,3.39,1472039,86493.72
18/12/2018,1758.82,2078.01,-319.19,55742.8,55721.69,21.11,10239.52,10233.49,6.03,6195.49,6149.86,45.63,1475590,86347.69
17/12/2018,2394.79,2145.64,249.15,59260.18,58726.61,533.57,12352.16,11994.97,357.19,6963.96,6820.9,143.06,1479477,85851.84
14/12/2018,4500.52,2104.79,2395.73,155314.45,152040.91,3273.54,11363.68,11459.25,-95.57,8154.15,7894.76,259.39,1481968,85837.32
13/12/2018,2895.61,3384.21,-488.6,105555.42,104254.55,1300.87,13400.23,13405.36,-5.13,7478.39,7286.93,191.46,1481894,85515.38
12/12/2018,4270.68,4906.63,-635.95,192211.45,192167.77,43.68,15614.35,14942.35,672,9766.1,9771.98,-5.88,1474521,83406.86
11/12/2018,1852.21,2864.48,-1012.27,53184.51,53116.84,67.67,11548.34,12399.89,-851.55,6483.69,6634.05,-150.36,1474702,82265.3
10/12/2018,3290.11,2673.38,616.73,52056.42,52284.27,-227.85,13346.1,12491.22,854.88,7136.06,7129.22,6.84,1473484,83929.8
7/12/2018,2430.44,4152.46,-1722.02,161029.91,154387.1,6642.81,12694.99,13742.13,-1047.14,7078.96,7061.05,17.91,1459418,82709.18
6/12/2018,2744.11,3908.79,-1164.68,84462.18,85376.96,-914.78,12092.65,12935.68,-843.03,6513.6,6203.9,309.7,1441422,83669.08
5/12/2018,1981.75,1944.49,37.26,52523.2,51775.93,747.27,12287.02,12686.13,-399.11,5152.06,5320.42,-168.36,1442452,85125.85
4/12/2018,2354.35,1953.09,401.26,44812.01,45982.47,-1170.46,13957.15,13606.71,350.44,7148.94,7032.55,116.39,1430360,84424.91
3/12/2018,3455.46,3283.65,171.81,48789.86,47268.14,1521.72,15186.51,15154.44,32.07,5835.11,5546.22,288.89,1414158,82782.13
30/11/2018,11735.86,8433.33,3302.53,134591.16,132327.84,2263.32,26363.51,25706.12,657.39,7540.07,7339.81,200.26,1364841,79623.38
29/11/2018,10546.28,9479.23,1067.05,101978.94,102074.91,-95.97,35975.14,36545.86,-570.72,9396.62,9291.16,105.46,1519917,87913.22
28/11/2018,9462.06,10166.73,-704.67,121377.09,122043.73,-666.64,38013.11,38115.85,-102.74,8531.83,8606.18,-74.35,1492627,86574.36
27/11/2018,4680.02,4847.81,-167.79,88832.54,87010.61,1821.93,24575.05,24099.84,475.21,8739.18,8865.47,-126.29,1473795,85741.19
26/11/2018,3526.33,1925.74,1600.59,127727.92,126123.4,1604.52,8199.27,8487.84,-288.57,7756.18,7846.45,-90.27,1443785,83330.99
22/11/2018,3047.55,3752.67,-705.12,102138.96,99355.24,2783.72,11746.68,11857.72,-111.04,8761.81,8617.8,144.01,1439971,83941.41
21/11/2018,3041.42,2870.91,170.51,78639.13,79377.16,-738.03,11852.08,12425.33,-573.25,8232.19,8467.89,-235.7,1430757,83268.03
20/11/2018,3257.69,2396.99,860.7,56145.68,57891.22,-1745.54,11275.75,11241.5,34.25,7210.86,7316.45,-105.59,1429002,84408.07
19/11/2018,2962.09,2799.04,163.05,71376.9,71705.81,-328.91,13404.7,13848.35,-443.65,8830.43,9056.57,-226.14,1429318,83787.26
16/11/2018,3690.74,3271.96,418.78,124810.76,122572.4,2238.36,13014.68,13582.94,-568.26,7965.3,7752.74,212.56,1411422,83066.71
15/11/2018,4364.32,4272.53,91.79,128135.38,127533.33,602.05,15212.25,16427.35,-1215.1,10099.96,10033.1,66.86,1396881,82368.79
14/11/2018,3334.73,3446.11,-111.38,91943.64,91423.03,520.61,12264.24,12868.15,-603.91,6800.64,6794.32,6.32,1374307,81532.15
13/11/2018,2776.41,2945.24,-168.83,72473.58,72464.83,8.75,12247.74,12394.59,-146.85,6290.32,6273.31,17.01,1366496,80479.6
12/11/2018,3076.64,2429.45,647.19,51500.57,52276.62,-776.05,10783.99,10647.22,136.77,5666.84,5662.04,4.8,1368875,81596.29
9/11/2018,277.2,112.46,164.74,642.95,642.95,0,91.27,79.67,11.6,0,0,0,1374144,81403.4
7/11/2018,2416.03,1975.98,440.05,82736.58,79640.69,3095.89,10722.34,11513.03,-790.69,6240.17,6272.83,-32.66,1372259,80900.27
6/11/2018,2333.08,2814.28,-481.2,82984.77,80794.73,2190.04,13327.97,13859.82,-531.85,6385.43,6328.66,56.77,1380379,81631.61
5/11/2018,6299.43,4918.58,1380.85,81599.98,79367.76,2232.22,19424.97,18979.09,445.88,8719.11,8447.91,271.2,1386158,82048.14
2/11/2018,3196.81,3460.17,-263.36,177535.09,174617.48,2917.61,17121.95,16164.98,956.97,6767.25,6678.85,88.4,1404308,81859.46
1/11/2018,5758.74,5021.72,737.02,145890.83,145952.61,-61.78,19516.94,18344.6,1172.34,7405.77,7308.55,97.22,1417188,81924.12
31/10/2018,3355.18,3154.42,200.76,102477.59,101973.62,503.97,15535.84,15401.63,134.21,6379.86,6211.58,168.28,1406210,79409.7
30/10/2018,4726.18,4446.74,279.44,69374.17,67146.78,2227.39,18000.21,15921.92,2078.29,7709.42,7106.95,602.47,1416307,80054.25
29/10/2018,4619.45,4765.99,-146.54,57259.97,56495.98,763.99,16696.1,16154.86,541.24,5482.55,5393.56,88.99,1413465,77292.4
26/10/2018,8936.75,11542.03,-2605.28,207116.43,206007.13,1109.3,29590.33,29792.55,-202.22,4877.14,4641.62,235.52,1242032,77492.54
25/10/2018,11222.43,10609.25,613.18,181206.75,180385.8,820.95,32931.67,32394.27,537.4,9567.33,9359.68,207.65,1418857,89815.11
24/10/2018,12148.1,12725.48,-577.38,120978.32,120436.48,541.84,41053.9,41244.79,-190.89,6968.88,7014.85,-45.97,1396041,87419.57
23/10/2018,7962.52,7437.56,524.96,114330.74,113388.73,942.01,30749.93,30400.41,349.52,9280.48,9125.34,155.14,1352690,85008.72
22/10/2018,4294.41,4732.33,-437.92,106409.57,108993.99,-2584.42,18912.79,20576.46,-1663.67,10942.88,10657.46,285.42,1342721,85032.65
19/10/2018,4926.78,3850,1076.78,201782.14,201746.62,35.52,17932.75,17888.77,43.98,8700.05,8804.02,-103.97,1319057,85035.8
17/10/2018,2710.19,2523.88,186.31,97284.06,95806.16,1477.9,12013.78,11695.34,318.44,7477.41,7310.84,166.57,1292331,85587.24
16/10/2018,3282.32,4489.86,-1207.54,93985.01,92451.98,1533.03,14401.75,13927.89,473.86,7125.87,7220.48,-94.61,1284984,84459.28
15/10/2018,4885.65,4356.99,528.66,70586.41,69325.66,1260.75,15725.44,15200.54,524.9,7805.88,8025.15,-219.27,1293603,84737.64
12/10/2018,5968.88,7112.25,-1143.37,225895.29,224260.37,1634.92,19852.37,19625.33,227.04,8695.8,8681.14,14.66,1297156,83036.47
11/10/2018,3932.18,5418.93,-1486.75,146803.11,145654.49,1148.62,18542.87,16263.06,2279.81,7009.78,7106.54,-96.76,1288255,84500.65
10/10/2018,3962.5,3882.53,79.97,90533.34,91980.83,-1447.49,14768.73,14391.92,376.81,6389.79,6405.67,-15.88,1296632,82767
9/10/2018,6536.12,5618.32,917.8,114888.81,116484.01,-1595.2,18973.48,17639.13,1334.35,8347.18,8250.07,97.11,1285860,82670.72
8/10/2018,5358.31,6968.39,-1610.08,108139.37,106696.47,1442.9,17671.45,17551.95,119.5,8041.98,7973.24,68.74,1268731,81999.84
5/10/2018,5963.81,9120.71,-3156.9,198137.8,189628.47,8509.33,17732.64,18097.67,-365.03,9138.92,9071.78,67.14,1244636,83159.08
4/10/2018,4293.45,4992.99,-699.54,153317.75,154675.08,-1357.33,14339.67,14389.22,-49.55,6142.19,6095.12,47.07,1225791,83525.17
3/10/2018,5510.7,4808.39,702.31,103745.1,103787,-41.9,18196.85,17322.73,874.12,6672.49,6591.32,81.17,1183691,80796.66
1/10/2018,5510.7,4808.39,702.31,103745.1,103787,-41.9,18196.85,17322.73,874.12,6672.49,6591.32,81.17,1183691,80796.66
28/09/2018,10788.66,12324.24,-1535.58,184121.46,184504.14,-382.68,28666.3,27886.16,780.14,5108.55,5150.5,-41.95,1153404,79859.74
27/09/2018,8821.97,8542.53,279.44,178423.6,177244.63,1178.97,37353.14,36646.59,706.55,6383.72,6466.97,-83.25,1309343,92932.39
26/09/2018,11327.76,12121.06,-793.3,202509.41,201903.82,605.59,38091.87,37443.14,648.73,8655.38,8570.66,84.72,1303420,92409.83
25/09/2018,8951.76,8429.27,522.49,128720.61,128508.22,212.39,34108.1,35418.06,-1309.96,8457.56,8459.14,-1.58,1280716,90193.38
24/09/2018,9308.84,7744.81,1564.03,175393.97,180134.41,-4740.44,28382.45,27766.91,615.54,18780.03,19065.1,-285.07,1259465,90127.76
21/09/2018,3516.88,3161.76,355.12,182086.76,180553.16,1533.6,15782.53,15841.67,-59.14,12714.61,12884.99,-170.38,1228066,89811.81
19/09/2018,4130.75,3165.76,964.99,162967.98,161430.14,1537.84,13963.09,15124.92,-1161.83,11817.36,11863.13,-45.77,1223542,89686.08
18/09/2018,2659.49,3276.1,-616.61,95767.75,97087.53,-1319.78,11152.67,11881.53,-728.86,10304.35,10204.5,99.85,1209163,89916.68
17/09/2018,3131.71,2673.36,458.35,81520.43,80318.28,1202.15,12566.61,12345.88,220.73,9446.59,9361.55,85.04,1203156,90434.96
14/09/2018,3670.12,4061.18,-391.06,183341.27,182521.82,819.45,16247.58,15865.81,381.77,11717.61,11806.98,-89.37,1199731,88878.28
12/9/2018,2943.47,4619.57,-1676.1,152196.32,151416.41,779.91,12829.09,13189.59,-360.5,9274.14,9262.39,11.75,1183785,87308.46
11/9/2018,3126.26,3756.85,-630.59,95132.71,93616.69,1516.02,13269.88,13978.14,-708.26,9898.19,10073.53,-175.34,1174480,88034.07
10/9/2018,2816.76,3178.89,-362.13,83915.58,83806.58,109,14759.93,14547.34,212.59,9139.96,9014.59,125.37,1159958,88424.62
7/9/2018,3404.67,4559.66,-1154.99,153605.91,147721.66,5884.25,15000,14876.46,123.54,8227.38,8183.91,43.47,1140281,86418.7
6/9/2018,3746.6,6074.96,-2328.36,171793.21,167393.5,4399.71,15427.55,15742.06,-314.51,9709.37,9741.55,-32.18,1125458,85032.63
5/9/2018,3338.02,3673.71,-335.69,124841.88,125228.88,-387,15218.57,15801.59,-583.02,10825.45,10865.79,-40.34,1116591,84562.67
4/9/2018,2236.61,2630.26,-393.65,69972.69,68375.74,1596.95,12901.39,13573.95,-672.56,9471.83,9585.7,-113.87,1108031,85018.73
3/9/2018,2451.07,3560.95,-1109.88,71231.24,69624.92,1606.32,14028.01,15013.43,-985.42,8131.13,8113.93,17.2,1110857,85945.02
31/08/2018,5932.2,5035.7,896.5,141940.03,141146.39,793.64,25922.95,25121.92,801.03,6377.13,6295.42,81.71,1085982,84004.43
30/08/2018,5555.65,6551.27,-995.62,100926.44,101621.51,-695.07,41257.88,40534.46,723.42,11230.5,11390.37,-159.87,1208437,93796.62
29/08/2018,8597.62,8313.47,284.15,93892.26,94405.04,-512.78,32776.86,32592.46,184.4,10780.67,11096.58,-315.91,1169444,90416.05
28/08/2018,6068.96,5411.96,657,71706.66,72234.77,-528.11,23549.84,22692.8,857.04,8406.67,8326.03,80.64,1166743,89885.01
27/08/2018,2405.07,2452.13,-47.06,77567.79,77570.68,-2.89,15459.29,15681.79,-222.5,11480.39,11614.81,-134.42,1161708,88420.58
24/08/2018,3644.28,3285.89,358.39,139836.43,138889.15,947.28,17675.32,17669.98,5.34,13467.6,13497.45,-29.85,1162397,88524.28
23/08/2018,1666.6,2034.64,-368.04,72012.4,71648.14,364.26,13074.5,13173.96,-99.46,9586.36,9515,71.36,1157351,87980.17
21/08/2018,1647.55,1765.72,-118.17,54129.47,54522.88,-393.41,11732.4,11129,603.4,10489.78,10600.21,-110.43,1161077,87970.2
20/08/2018,1874.43,2569.85,-695.42,54925.69,53011.42,1914.27,10898.93,10043.5,855.43,8344.02,8556.46,-212.44,1162435,87279.64
17/08/2018,2381.37,2813.9,-432.53,160706.2,158172.2,2534,12107.33,12127.98,-20.65,8693.24,8866.68,-173.44,1157644,86192.75
16/08/2018,1938.98,2649.57,-710.59,66643.02,65509.32,1133.7,11035.9,10971.72,64.18,7911.6,7866.4,45.2,1152249,86158.14
14/08/2018,2015.49,2737.91,-722.42,71448.39,71852.23,-403.84,11154.74,10676.09,478.65,8114.83,8194.01,-79.18,1143619,84822.14
13/08/2018,1529.29,1752.62,-223.33,54569.44,54390.39,179.05,12866.84,12761.99,104.85,9595.79,9402.28,193.51,1137343,85069.47
10/8/2018,1725.85,2008.19,-282.34,99449.75,98849.54,600.21,12167.43,11608.5,558.93,8417.43,8528.15,-110.72,1128815,84972.14
9/8/2018,2863.78,2204.82,658.96,92342.34,92974.78,-632.44,10878.12,10793.21,84.91,5546.71,5706.08,-159.37,1120952,83926.73
8/8/2018,1732.24,1600.94,131.3,50403.69,52075.29,-1671.6,11999.53,12020.7,-21.17,6949.88,7204.18,-254.3,1116162,83275.79
7/8/2018,1560.45,1706.72,-146.27,51512.43,53460.93,-1948.5,11454.08,11105.55,348.53,6297.87,6441.33,-143.46,1108615,82830.85
6/8/2018,2099.84,2580.67,-480.83,44192.18,45080.18,-888,10323.07,10342.59,-19.52,5048.77,5132.84,-84.07,1107604,82376.73
3/8/2018,2245.33,3315.32,-1069.99,92652.94,89304.18,3348.76,11490.31,11774.77,-284.46,5458.77,5477.64,-18.87,1105150,81313.23
2/8/2018,3853.59,2645.31,1208.28,89152,89258.36,-106.36,13300.3,13258.68,41.62,6989.77,6968.43,21.34,1099735,81231.56
1/8/2018,1913.93,1848.01,65.92,47779.28,47630.31,148.97,13604.89,12993.71,611.18,6818.34,6531.08,287.26,1084467,80043.86
31/07/2018,2405.72,2647.89,-242.17,49720.7,49575.01,145.69,13521.32,12517.7,1003.62,7041.45,7068.21,-26.76,1068967,78679.19
30/07/2018,2629.18,1917.62,711.56,33489.38,33686.6,-197.22,12830.53,12173.26,657.27,6203.95,6079.48,124.47,1052268,76744.28
27/07/2018,6700.4,7237.88,-537.48,107466.17,105876.76,1589.41,30319.44,29023.44,1296,3633.71,3327.42,306.29,1025866,74420.14
26/07/2018,6260.86,6467.51,-206.65,73143.32,73350.93,-207.61,33107.54,33104.2,3.34,7001.94,6610.56,391.38,1155094,83616.83
25/07/2018,8632.01,8667.34,-35.33,68883.11,69131.4,-248.29,30336.2,29864.59,471.61,7341.4,7674.68,-333.28,1138670,82486.68
24/07/2018,4408.85,5012.39,-603.54,52233.59,52315.17,-81.58,25002.96,25020.91,-17.95,7905.16,7923.61,-18.45,1123698,80325.78
23/07/2018,2110.62,3096.11,-985.49,45250.38,45532.14,-281.76,14875.28,14281.02,594.26,10894.43,11221.69,-327.26,1132704,79759.03
20/07/2018,4366.31,3286.64,1079.67,129161.99,127520.1,1641.89,13467.18,13356.84,110.34,10138.91,10041.99,96.92,1142971,79721.58
19/07/2018,3779.98,3422.04,357.94,123155.19,121528.64,1626.55,13485.03,14086.68,-601.65,10223.89,10208.88,15.01,1148770,80118.67
18/07/2018,2267.07,2642.92,-375.85,67224.13,66571.86,652.27,12754.66,12486.05,268.61,8807.35,8803.2,4.15,1147304,80897.25
17/07/2018,2530.04,1934.93,595.11,50892.25,49192.22,1700.03,12709,13173.88,-464.88,9880.55,9950.89,-70.34,1150917,80011.29
16/07/2018,3531.19,2071.9,1459.29,54363.08,55556.96,-1193.88,11131.68,10614.41,517.27,8658.87,8769.49,-110.62,1150503,81114.02
13/07/2018,3455.15,2873.42,581.73,102392.32,99240.4,3151.92,12590.82,11425.88,1164.94,9438.21,9490.62,-52.41,1144085,80976.43
12/7/2018,2690.24,1982.17,708.07,63954.49,64583.36,-628.87,13150.58,12384.2,766.38,9046.08,9112.86,-66.78,1138801,80249.06
11/7/2018,3514.19,1742.84,1771.35,45916.63,46503.87,-587.24,10203.82,9909.07,294.75,6459.24,6532.22,-72.98,1137968,80393.76
10/7/2018,2569.64,1700.11,869.53,37638.91,36631.42,1007.49,9224.34,9315.11,-90.77,4886.44,4836.27,50.17,1138255,79726.58
9/7/2018,2036.86,1881.01,155.85,45579.22,45507.63,71.59,10769.56,10289.67,479.89,5605.05,5687.91,-82.86,1139794,79121.4
6/7/2018,2585.92,1881.6,704.32,120250.33,119486.33,764,10850.71,10658.37,192.34,6728.09,6617.06,111.03,1146111,79158.97
5/7/2018,1875.18,2425,-549.82,90098.59,89215.3,883.29,9276.69,9182.84,93.85,4762.33,4794.35,-32.02,1149054,79729.12
4/7/2018,2610.73,2563.65,47.08,68038.37,67922.4,115.97,9905.46,9424.82,480.64,4351.23,4347.15,4.08,1149071,79603.74
3/7/2018,2191.75,2541.59,-349.84,52001.04,51681.5,319.54,11364.81,10905.77,459.04,4913.61,4897.24,16.37,1146085,78999.2
2/7/2018,3814.48,2371.82,1442.66,43986.51,43924.04,62.47,12014.48,11911.52,102.96,4694.67,4645.35,49.32,1132709,78549.94
29/06/2018,7493.42,10187.71,-2694.29,147562,140934.37,6627.63,35256.98,33821.81,1435.17,5487.17,5098.2,388.97,1109642,75867.09
28/06/2018,10353.25,10343.21,10.04,122693.77,123999.43,-1305.66,37957.55,37763.41,194.14,7499.93,7473.61,26.32,1194887,82023.24
27/06/2018,6534.03,6652.47,-118.44,86644.96,86452.56,192.4,29391.45,29090.22,301.23,6392.52,6567.54,-175.02,1188757,82670.03
26/06/2018,4823.82,6305.64,-1481.82,69911.65,69975.87,-64.22,20954.84,21278.67,-323.83,6523.5,6464.44,59.06,1179502,81805.34
25/06/2018,2378.65,2445.42,-66.77,64851.67,64849.49,2.18,13296.76,13230.75,66.01,7289.19,7407.16,-117.97,1191147,83195.42
22/06/2018,2818.37,2550.56,267.81,115336.8,113311.62,2025.18,10783.3,10888.84,-105.54,6517.78,6430.84,86.94,1203515,83143.99
21/06/2018,2192.04,3439.32,-1247.28,88443.33,87198.91,1244.42,10509.4,9934.65,574.75,6298.92,6178.58,120.34,1221389,84892.41
20/06/2018,2589.73,3300.08,-710.35,67175.64,65480.54,1695.1,10237.6,10519.73,-282.13,7708.87,7625.2,83.67,1228345,84973.39
19/06/2018,972.57,1548.64,-576.07,46669.42,46157.73,511.69,9423.63,9581.19,-157.56,6631.61,6702.4,-70.79,1223631,85420.91
18/06/2018,3890.45,3286.54,603.91,66213.36,62953.25,3260.11,11724.6,11339.48,385.12,7690.67,7599.74,90.93,1213334,84852.86
15/06/2018,1866.21,3170,-1303.79,67161.37,63027.59,4133.78,8917.21,9592.16,-674.95,6464.54,6543,-78.46,1203970,84301.18
14/06/2018,1890.18,2187.66,-297.48,55046.43,55291.21,-244.78,10305.39,10217.06,88.33,7022.85,7148.41,-125.56,1203523,84429.21
13/06/2018,1748.4,2242.72,-494.32,64868.93,65721.38,-852.45,10207.99,9762.94,445.05,5971.25,6086.56,-115.31,1204020,84444.2
12/6/2018,2328.23,1855.84,472.39,59839.74,59207.15,632.59,9713.64,9627.23,86.41,5159.9,5097.96,61.94,1196199,83309.17
11/6/2018,2112.81,2965.5,-852.69,55928.94,53114.62,2814.32,10325.18,10197.87,127.31,5715.68,5663.06,52.62,1184177,82225.15
8/6/2018,3058.97,2958.27,100.7,147012.56,139682.66,7329.9,10354.53,9660.53,694,5610.4,5683.4,-73,1186007,82090.18
7/6/2018,3265.99,3757.47,-491.48,91174.06,92803.45,-1629.39,11628.65,11314.96,313.69,5405.41,5526.77,-121.36,1183813,80970.8
6/6/2018,2892.08,3390.98,-498.9,74570.83,75336.76,-765.93,12840.41,13668.58,-828.17,5922.83,5903.45,19.38,1176470,79500.38
5/6/2018,3599.06,3045.57,553.49,68440.24,68883.96,-443.72,11832.82,13419.85,-1587.03,5374.75,5359.57,15.18,1161638,79104.9
4/6/2018,2865.55,3080.06,-214.51,62971.28,61237.39,1733.89,13011.34,12858.84,152.5,7287.3,7227.43,59.87,1140399,78453.69
1/6/2018,6268.78,6911.84,-643.06,131500.42,130215.61,1284.81,33729.96,32522.24,1207.72,5466.91,5366.37,100.54,1107330,76692.04
31/05/2018,7617.19,8449.48,-832.29,137067.44,136430.96,636.48,31873.4,31603.25,270.15,7467.39,7330.78,136.61,1286319,88136.41
30/05/2018,8829.11,9165.17,-336.06,111231.78,110036.48,1195.3,29073.95,28667.43,406.52,10093.83,10174.77,-80.94,1262565,86673.22
29/05/2018,4451.02,3971.43,479.59,75063.06,74582.07,480.99,24498.67,24060.22,438.45,9354.54,9503.62,-149.08,1232996,84824.25
28/05/2018,3572.68,3034.26,538.42,79393.14,78945.87,447.27,13292.94,12886.26,406.68,9094.44,9090.47,3.97,1244346,84513.9
25/05/2018,2227.65,2598.73,-371.08,109190.33,108573.63,616.7,12786.18,12396.28,389.9,8887.8,8832.71,55.09,1265047,84634.01
24/05/2018,2181.34,3921.34,-1740,97626.28,97787.23,-160.95,11379.95,11220.98,158.97,10004.41,10006.21,-1.8,1267053,84191.18
23/05/2018,1180.59,1988.88,-808.29,81733.37,81817.91,-84.54,12214.39,12234.4,-20.01,10483.89,10530.38,-46.49,1255437,84290.64
22/05/2018,1625.59,2298.68,-673.09,79820.41,78040.12,1780.29,9929.4,10449.68,-520.28,8722.87,8653.23,69.64,1250603,83622.6
21/05/2018,1973.11,3407.42,-1434.31,64921.87,65749.16,-827.29,10735.02,10975.31,-240.29,9708.87,9770.53,-61.66,1249461,84484.69
18/05/2018,2135.86,2165.53,-29.67,124190.8,121499.23,2691.57,9825.16,10068.7,-243.54,6928.69,6895.58,33.11,1241430,85156.37
17/05/2018,1979.8,2616.63,-636.83,140156.85,137886.25,2270.6,10046.9,10443.95,-397.05,7243.55,7265.09,-21.54,1232480,84829.1
16/05/2018,2974.49,2314.33,660.16,159154.82,156287.75,2867.07,11399.6,11544.91,-145.31,8264.53,8130.15,134.38,1223136,84802.44
15/05/2018,1584,1383.15,200.85,48423.56,49782.1,-1358.54,8913.42,8795.5,117.92,6002.94,5997.07,5.87,1210369,84232.19
14/05/2018,2579.08,1715.49,863.59,45282.39,45905.69,-623.3,8848.58,8288.32,560.26,5662.87,5812.72,-149.85,1200474,83966.72
11/5/2018,1561.03,1450.5,110.53,71988.18,68875.18,3113,8560.05,8877.84,-317.79,5615.12,5653.94,-38.82,1188885,82791.02
10/5/2018,1650.49,1433.74,216.75,65117.92,64541.29,576.63,8204.52,8094.86,109.66,5012.88,4996.79,16.09,1175993,82864.79
9/5/2018,1796.97,1891.42,-94.45,46278.88,45399.76,879.12,9646.74,9185.97,460.77,6551.54,6415.33,136.21,1167044,82140.76
8/5/2018,1191.25,1086.75,104.5,29252.32,28650.99,601.33,8493.77,7846.14,647.63,5406.9,5261.16,145.74,1160445,81753.73
7/5/2018,1510.09,2003.1,-493.01,41059.22,39942.85,1116.37,8655.97,8911.25,-255.28,5107.03,5062.17,44.86,1160696,80893.7
4/5/2018,2147.56,1569.21,578.35,87035.87,85180.24,1855.63,9462.3,9388.06,74.24,6241.85,6034.78,207.07,1145532,80403.63
3/5/2018,2133.2,2458.21,-325.01,83378.96,83471.77,-92.81,9685.56,10162.43,-476.87,6223.34,6230.17,-6.83,1130736,80039.55
2/5/2018,1248.24,1018.84,229.4,43420.64,41219.18,2201.46,7954.07,8345.98,-391.91,5808.23,5458.19,350.04,1113996,79659.9
30/04/2018,2648.83,1979.72,669.11,59017.38,59161.39,-144.01,11239.59,10130.87,1108.72,7697.16,7781.05,-83.89,1096408,78256.39
27/04/2018,6156.1,5394.39,761.71,102423.72,100526.55,1897.17,33924.95,32384.17,1540.78,3964.75,3593.9,370.85,1056004,76443.42
26/04/2018,6622.18,6459.17,163.01,94380.47,94143.31,237.16,34156.31,33837.41,318.9,8163.49,8100.65,62.84,1149521,82872.13
25/04/2018,6564.19,6289.38,274.81,64317.51,61900.33,2417.18,27729.58,27795.01,-65.43,10086.92,10084.75,2.17,1134807,82076.77
24/04/2018,3385.89,3209.33,176.56,74105.34,74025.92,79.42,20012.66,20143.15,-130.49,12239.13,12402.07,-162.94,1121218,80940.78
23/04/2018,2153.99,1954.28,199.71,53324.69,53138.99,185.7,11048.4,11473.8,-425.4,11263.61,11132.9,130.71,1120354,80525.48
20/04/2018,2239.13,1447.51,791.62,103376.32,103306.98,69.34,9800.76,9536.39,264.37,7329.85,7344.24,-14.39,1124916,80951.65
19/04/2018,3893.49,1573.74,2319.75,92067.04,92570.6,-503.56,8274.72,8463.19,-188.47,6624.66,6584.17,40.49,1132648,81111.99
18/04/2018,1753.72,1517.09,236.63,71557.9,71010.41,547.49,8070.4,8502.28,-431.88,6133.61,6047.13,86.48,1126898,80849.05
